"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.answer","Approve","Reject"
"302OLP89DZ28PHA7N0V64RUFQBEACX","3R1N6HJI9CKHPPGZUAPE9FAL9YAWLI","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.03","Sat Mar 23 10:06:16 PDT 2019","1","BatchId:3580068;OriginalHitTemplateId:928390877;","3600","259200","Sat Mar 30 10:06:16 PDT 2019","","","324G5B4FB438Y6FNUJV4NJLBI3470V","A2KGFPC09E8R04","Submitted","Sat Mar 23 10:09:09 PDT 2019","Sat Mar 23 10:13:53 PDT 2019","Tue Mar 26 10:13:53 PDT 2019","","","","284","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/images/19_10_0.png","0"
"306996CF6WFTLO51DH6II6VU4W8B13","3R1N6HJI9CKHPPGZUAPE9FAL9YAWLI","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.03","Sat Mar 23 10:06:25 PDT 2019","1","BatchId:3580068;OriginalHitTemplateId:928390877;","3600","259200","Sat Mar 30 10:06:25 PDT 2019","","","36H9ULYP63PSF5VFYA3MTGDOF0SJFH","A2MCG5W6LHSRG9","Submitted","Sat Mar 23 10:08:10 PDT 2019","Sat Mar 23 10:08:50 PDT 2019","Tue Mar 26 10:08:50 PDT 2019","","","","40","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/images/30_0_I.png","I"
"306W7JMRYYTBWOPMC2FXXGI2I2E8BK","3R1N6HJI9CKHPPGZUAPE9FAL9YAWLI","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.03","Sat Mar 23 10:06:28 PDT 2019","1","BatchId:3580068;OriginalHitTemplateId:928390877;","3600","259200","Sat Mar 30 10:06:28 PDT 2019","","","3NAPMVF0ZXAFUGI196ZI67EQF1O72F","A26FOB7B8AG3MI","Submitted","Sat Mar 23 10:09:09 PDT 2019","Sat Mar 23 10:09:43 PDT 2019","Tue Mar 26 10:09:43 PDT 2019","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/images/14_10_5.png","5"
"306W7JMRYYTBWOPMC2FXXGI2I2EB8N","3R1N6HJI9CKHPPGZUAPE9FAL9YAWLI","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.03","Sat Mar 23 10:06:27 PDT 2019","1","BatchId:3580068;OriginalHitTemplateId:928390877;","3600","259200","Sat Mar 30 10:06:27 PDT 2019","","","3Z7EFSHGNA9M7DGUOCSMCJ00TLFXC8","A2KGFPC09E8R04","Submitted","Sat Mar 23 10:09:08 PDT 2019","Sat Mar 23 10:13:47 PDT 2019","Tue Mar 26 10:13:47 PDT 2019","","","","279","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/images/12_45_0.png","No"
"307L9TDWJYNRW08D3BPAXUALJ50N3W","3R1N6HJI9CKHPPGZUAPE9FAL9YAWLI","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.03","Sat Mar 23 10:06:25 PDT 2019","1","BatchId:3580068;OriginalHitTemplateId:928390877;","3600","259200","Sat Mar 30 10:06:25 PDT 2019","","","3M23Y66PO32PVFLUKB9WRBRYIK2S63","A1ZRK6K5JUPJAV","Submitted","Sat Mar 23 10:08:45 PDT 2019","Sat Mar 23 10:08:52 PDT 2019","Tue Mar 26 10:08:52 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/images/28_35_J.png","No"
"3087LXLJ6MBJRGWZM0OENR35E2U0F7","3R1N6HJI9CKHPPGZUAPE9FAL9YAWLI","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.03","Sat Mar 23 10:06:17 PDT 2019","1","BatchId:3580068;OriginalHitTemplateId:928390877;","3600","259200","Sat Mar 30 10:06:17 PDT 2019","","","35BLDD71I7S7BHM9GBBCZW40MSTVZ2","AUY1BHG95025D","Submitted","Sat Mar 23 10:08:19 PDT 2019","Sat Mar 23 10:08:23 PDT 2019","Tue Mar 26 10:08:23 PDT 2019","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/images/1_0_M.png","M"
"308KJXFUJR1PBYCI9MQWT1UJEXEATG","3R1N6HJI9CKHPPGZUAPE9FAL9YAWLI","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.03","Sat Mar 23 10:06:21 PDT 2019","1","BatchId:3580068;OriginalHitTemplateId:928390877;","3600","259200","Sat Mar 30 10:06:21 PDT 2019","","","3KB8R4ZV1F2SBMTYL2WNDDUN8AJBGN","A24DTU9HOGIJC1","Submitted","Sat Mar 23 10:07:53 PDT 2019","Sat Mar 23 10:08:38 PDT 2019","Tue Mar 26 10:08:38 PDT 2019","","","","45","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/images/27_0_L.png","L"
"309D674SHZGD8RFZTEV2Z2EL8TZBCT","3R1N6HJI9CKHPPGZUAPE9FAL9YAWLI","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.03","Sat Mar 23 10:06:29 PDT 2019","1","BatchId:3580068;OriginalHitTemplateId:928390877;","3600","259200","Sat Mar 30 10:06:29 PDT 2019","","","373ERPL3YP3JWYWT1ZHKCBEGGQUTRR","A379EUPTSXCA2N","Submitted","Sat Mar 23 10:08:55 PDT 2019","Sat Mar 23 10:13:43 PDT 2019","Tue Mar 26 10:13:43 PDT 2019","","","","288","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/images/35_30_7.png","No"
"30EMX9PEVKEU8B8PWDYVDA1THQUKSG","3R1N6HJI9CKHPPGZUAPE9FAL9YAWLI","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.03","Sat Mar 23 10:06:23 PDT 2019","1","BatchId:3580068;OriginalHitTemplateId:928390877;","3600","259200","Sat Mar 30 10:06:23 PDT 2019","","","32KTQ2V7REA9F3ANYLGMZCJUGWSM9W","AZFM2KWTDJ4XE","Submitted","Sat Mar 23 10:08:27 PDT 2019","Sat Mar 23 10:08:34 PDT 2019","Tue Mar 26 10:08:34 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/images/7_35_H.png","No"
"30IRMPJWDZEI7W8CHOYQN0WXVOBKRS","3R1N6HJI9CKHPPGZUAPE9FAL9YAWLI","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.03","Sat Mar 23 10:06:22 PDT 2019","1","BatchId:3580068;OriginalHitTemplateId:928390877;","3600","259200","Sat Mar 30 10:06:22 PDT 2019","","","3VHP9MDGROF57RP9OIM06C0TPGKFC0","A2KGFPC09E8R04","Submitted","Sat Mar 23 10:11:17 PDT 2019","Sat Mar 23 10:14:50 PDT 2019","Tue Mar 26 10:14:50 PDT 2019","","","","213","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/images/27_35_U.png","No"
