"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.answer","Approve","Reject"
"3E6L1VR4XWHE5RIEOP4VWSDWR7Q6FS","3R4WH3MP1LNEF9FUPET0X6TBIV4P1C","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.02","Mon Mar 25 13:24:20 PDT 2019","1","BatchId:3582048;OriginalHitTemplateId:928390877;","3600","259200","Mon Apr 01 13:24:20 PDT 2019","","","3TMSXRD2X7VNVA16YA7GT432G01W1Z","A1L8RL58MYU4NC","Submitted","Mon Mar 25 13:30:00 PDT 2019","Mon Mar 25 13:32:25 PDT 2019","Thu Mar 28 13:32:25 PDT 2019","","","","145","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/adv/42_25_O.png","O"
"3QE4DGPGBR6644AVGLHYHFTUWVK4G4","3R4WH3MP1LNEF9FUPET0X6TBIV4P1C","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.02","Mon Mar 25 13:24:27 PDT 2019","1","BatchId:3582048;OriginalHitTemplateId:928390877;","3600","259200","Mon Apr 01 13:24:27 PDT 2019","","","3WETL7AQWU3PSU01PDYQRX5MUNC35I","A11SX02CICZN85","Submitted","Mon Mar 25 13:29:20 PDT 2019","Mon Mar 25 13:30:43 PDT 2019","Thu Mar 28 13:30:43 PDT 2019","","","","83","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/adv/49_5_G.png","G"
"3QO7EE372OIH2SPIYWWXJ732CAABQC","3R4WH3MP1LNEF9FUPET0X6TBIV4P1C","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.02","Mon Mar 25 13:24:27 PDT 2019","1","BatchId:3582048;OriginalHitTemplateId:928390877;","3600","259200","Mon Apr 01 13:24:27 PDT 2019","","","39KFRKBFIOQCG737JDNFQX1QKJBYON","A2EO6IBGQEOMLB","Submitted","Mon Mar 25 13:29:33 PDT 2019","Mon Mar 25 13:31:09 PDT 2019","Thu Mar 28 13:31:09 PDT 2019","","","","96","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/adv/19_40_H.png","H"
"3ZCC2DXSD7ZMO29FZYRB4445WS8YYG","3R4WH3MP1LNEF9FUPET0X6TBIV4P1C","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.02","Mon Mar 25 13:24:20 PDT 2019","1","BatchId:3582048;OriginalHitTemplateId:928390877;","3600","259200","Mon Apr 01 13:24:20 PDT 2019","","","3OSWBBLG1FSWC5M8O8NXWPIIEZBDX0","A2I960JYUZ8KAV","Submitted","Mon Mar 25 13:29:45 PDT 2019","Mon Mar 25 13:30:15 PDT 2019","Thu Mar 28 13:30:15 PDT 2019","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/adv/26_25_4.png","4"
"33NOQL7T9OU7EMS2IGV0JYP597A8Z4","3R4WH3MP1LNEF9FUPET0X6TBIV4P1C","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.02","Mon Mar 25 13:24:27 PDT 2019","1","BatchId:3582048;OriginalHitTemplateId:928390877;","3600","259200","Mon Apr 01 13:24:27 PDT 2019","","","3I2PTA7R3UPKHER6UBES6UHF15JQKR","A2LU259QPV1I4V","Submitted","Mon Mar 25 13:26:41 PDT 2019","Mon Mar 25 13:28:41 PDT 2019","Thu Mar 28 13:28:41 PDT 2019","","","","120","100% (19/19)","100% (19/19)","100% (19/19)","https://wscjxky.github.io/images/adv/28_30_7.png","7"
"32CXT5U14GYQSNYSCTWS26AQ7PV8UF","3R4WH3MP1LNEF9FUPET0X6TBIV4P1C","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.02","Mon Mar 25 13:24:20 PDT 2019","1","BatchId:3582048;OriginalHitTemplateId:928390877;","3600","259200","Mon Apr 01 13:24:20 PDT 2019","","","3BF51CHDTW55RVLZ7SHGEWA5WKIH0H","A2LU259QPV1I4V","Submitted","Mon Mar 25 13:27:41 PDT 2019","Mon Mar 25 13:30:29 PDT 2019","Thu Mar 28 13:30:29 PDT 2019","","","","168","100% (19/19)","100% (19/19)","100% (19/19)","https://wscjxky.github.io/images/adv/25_40_D.png","D"
"3GV1I4SEO9K05JSAA07TR5IGO3C6LX","3R4WH3MP1LNEF9FUPET0X6TBIV4P1C","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.02","Mon Mar 25 13:24:27 PDT 2019","1","BatchId:3582048;OriginalHitTemplateId:928390877;","3600","259200","Mon Apr 01 13:24:27 PDT 2019","","","3Z4AIRP3C782KA6W8F32VNH9P27X1T","A2LU259QPV1I4V","Submitted","Mon Mar 25 13:28:36 PDT 2019","Mon Mar 25 13:31:16 PDT 2019","Thu Mar 28 13:31:16 PDT 2019","","","","160","100% (19/19)","100% (19/19)","100% (19/19)","https://wscjxky.github.io/images/adv/40_30_X.png","X"
"3DWGDA5POFZ8U237IYXIJIP17QY1VD","3R4WH3MP1LNEF9FUPET0X6TBIV4P1C","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.02","Mon Mar 25 13:24:27 PDT 2019","1","BatchId:3582048;OriginalHitTemplateId:928390877;","3600","259200","Mon Apr 01 13:24:27 PDT 2019","","","3HYA4D452SES99X7RPXUUZR7D3Q2FP","A2EO6IBGQEOMLB","Submitted","Mon Mar 25 13:30:28 PDT 2019","Mon Mar 25 13:32:00 PDT 2019","Thu Mar 28 13:32:00 PDT 2019","","","","92","0% (0/0)","0% (0/0)","0% (0/0)","https://wscjxky.github.io/images/adv/17_15_V.png","V"
"3MQKOF1EE2JF1MJOO1M96M9O3W2WD7","3R4WH3MP1LNEF9FUPET0X6TBIV4P1C","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.02","Mon Mar 25 13:24:27 PDT 2019","1","BatchId:3582048;OriginalHitTemplateId:928390877;","3600","259200","Mon Apr 01 13:24:27 PDT 2019","","","3V0Z7YWSIZVH56JXR42YCLUT1XDV25","A2LU259QPV1I4V","Submitted","Mon Mar 25 13:29:10 PDT 2019","Mon Mar 25 13:31:50 PDT 2019","Thu Mar 28 13:31:50 PDT 2019","","","","160","100% (19/19)","100% (19/19)","100% (19/19)","https://wscjxky.github.io/images/adv/0_0_9.png","9"
"3BVS8WK9Q0Q4LU1ZLOROA5CGL0TBI9","3R4WH3MP1LNEF9FUPET0X6TBIV4P1C","Identification Verification Code （captcha）","give the validation code that you think is correct,","categorize, image,capcha,Verification,label,code","$0.02","Mon Mar 25 13:24:20 PDT 2019","1","BatchId:3582048;OriginalHitTemplateId:928390877;","3600","259200","Mon Apr 01 13:24:20 PDT 2019","","","3O7L7BFSHFK4EGBDLHYGZXDOQY8EIU","A272A0JGRTBFCR","Submitted","Mon Mar 25 13:30:23 PDT 2019","Mon Mar 25 13:32:59 PDT 2019","Thu Mar 28 13:32:59 PDT 2019","","","","156","100% (9/9)","100% (9/9)","100% (9/9)","https://wscjxky.github.io/images/adv/29_15_P.png","P"
